train_years,test_year,dow,dow_name,window,window_utc,entry_thresh,exit_thresh,entry_confirm_min,exit_confirm_min,timed_exit_bars,timed_exit_min,train_n,train_avg_pips,test_n,test_total_pips,test_avg_pips,oos_profitable
"[2019, 2020, 2021]",2022,3,Thu,7,03:30,0.4,0.2,55,0,234,1170,98,3.2255,46,-43.4,-0.9435,False
"[2019, 2020, 2021, 2022]",2023,3,Thu,7,03:30,0.4,0.2,0,0,245,1225,294,2.8412,87,259.9,2.9874,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,7,03:30,0.4,0.2,60,0,131,655,174,3.5902,58,1095.6,18.8897,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,7,03:30,0.4,0.2,60,0,129,645,232,7.7664,38,323.5,8.5132,True
"[2019, 2020]",2021,3,Thu,8,04:00,0.4,0.2,0,60,135,675,148,10.4074,191,1424.1,7.456,True
"[2019, 2020, 2021]",2022,3,Thu,8,04:00,0.4,0.2,0,60,128,640,339,8.7558,150,95.7,0.638,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,8,04:00,0.4,0.2,60,0,151,755,269,7.2138,94,492.8,5.2426,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,8,04:00,0.4,0.2,60,0,139,695,363,6.724,102,608.9,5.9696,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,8,04:00,0.4,0.2,60,0,151,755,465,6.6394,100,1223.6,12.236,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,8,04:00,0.4,0.2,60,0,151,755,565,7.6299,6,53.4,8.9,True
"[2019, 2020]",2021,3,Thu,9,04:30,0.4,0.2,45,60,106,530,59,14.2186,68,542.6,7.9794,True
"[2019, 2020, 2021]",2022,3,Thu,9,04:30,0.4,0.2,45,60,115,575,127,12.0803,61,129.0,2.1148,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,9,04:30,0.4,0.2,45,0,164,820,188,11.791,47,168.2,3.5787,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,9,04:30,0.4,0.2,45,0,140,700,235,10.1626,44,217.5,4.9432,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,9,04:30,0.4,0.2,45,0,115,575,279,9.4007,51,293.9,5.7627,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,9,04:30,0.4,0.2,45,0,115,575,330,8.8385,4,7.0,1.75,True
"[2019, 2020]",2021,3,Thu,10,05:00,0.4,0.2,0,0,112,560,158,2.2665,142,356.2,2.5085,True
"[2019, 2020, 2021]",2022,3,Thu,10,05:00,0.4,0.2,0,0,83,415,300,2.526,156,1903.3,12.2006,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,10,05:00,0.4,0.2,0,0,210,1050,456,6.5425,149,663.3,4.4517,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,10,05:00,0.4,0.2,60,0,173,865,307,6.616,94,261.7,2.784,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,10,05:00,0.4,0.2,0,0,185,925,769,5.9026,131,1025.3,7.8267,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,10,05:00,0.4,0.2,0,0,185,925,900,6.1827,13,19.4,1.4923,True
"[2019, 2020]",2021,3,Thu,11,05:30,0.4,0.2,0,50,146,730,121,4.3736,116,740.7,6.3853,True
"[2019, 2020, 2021]",2022,3,Thu,11,05:30,0.4,0.2,50,0,100,500,126,7.3587,77,1027.4,13.3429,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,11,05:30,0.4,0.2,50,0,144,720,203,10.0773,48,141.1,2.9396,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,11,05:30,0.4,0.2,35,0,154,770,281,8.7694,57,255.5,4.4825,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,11,05:30,0.4,0.2,35,0,154,770,338,8.0464,64,297.8,4.6531,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,11,05:30,0.4,0.2,50,0,151,755,349,7.853,3,243.8,81.2667,True
[2019],2020,3,Thu,12,06:00,0.4,0.2,45,5,78,390,15,4.02,91,284.9,3.1308,True
"[2019, 2020]",2021,3,Thu,12,06:00,0.4,0.2,60,30,71,355,78,6.3859,101,676.7,6.7,True
"[2019, 2020, 2021]",2022,3,Thu,12,06:00,0.4,0.2,60,0,113,565,179,8.5978,90,963.3,10.7033,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,12,06:00,0.4,0.2,60,0,205,1025,269,9.6647,114,822.0,7.2105,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,12,06:00,0.4,0.2,0,0,408,2040,700,9.1744,148,1652.2,11.1635,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,12,06:00,0.4,0.2,60,0,205,1025,463,9.7981,96,550.9,5.7385,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,12,06:00,0.4,0.2,0,0,381,1905,1020,9.4608,15,4.5,0.3,True
[2019],2020,3,Thu,13,06:30,0.4,0.2,0,45,187,935,17,12.7412,117,564.0,4.8205,True
"[2019, 2020]",2021,3,Thu,13,06:30,0.4,0.2,30,45,146,730,78,9.5641,76,-70.5,-0.9276,False
"[2019, 2020, 2021]",2022,3,Thu,13,06:30,0.4,0.2,0,0,158,790,244,6.2516,136,588.0,4.3235,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,13,06:30,0.4,0.2,0,0,158,790,380,5.5616,137,660.4,4.8204,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,13,06:30,0.4,0.2,0,0,145,725,517,5.3847,110,8.3,0.0755,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,13,06:30,0.4,0.2,0,0,145,725,627,4.4533,116,1615.6,13.9276,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,13,06:30,0.4,0.2,35,0,133,665,431,6.0856,10,-77.9,-7.79,False
[2019],2020,3,Thu,14,07:00,0.4,0.2,0,15,124,620,48,7.9062,183,2195.1,11.9951,True
"[2019, 2020]",2021,3,Thu,14,07:00,0.4,0.2,0,0,249,1245,231,14.1455,173,1184.9,6.8491,True
"[2019, 2020, 2021]",2022,3,Thu,14,07:00,0.4,0.2,0,0,249,1245,404,11.021,173,2034.0,11.7572,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,14,07:00,0.4,0.2,0,0,249,1245,577,11.2418,187,1936.6,10.3561,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,14,07:00,0.4,0.2,0,0,376,1880,764,11.1407,153,318.4,2.081,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,14,07:00,0.4,0.2,0,0,376,1880,917,9.6291,138,1201.2,8.7043,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,14,07:00,0.4,0.2,0,0,376,1880,1055,9.5082,13,-34.9,-2.6846,False
[2019],2020,3,Thu,15,07:30,0.4,0.2,0,0,94,470,20,6.22,142,1113.5,7.8415,True
"[2019, 2020]",2021,3,Thu,15,07:30,0.4,0.2,55,0,123,615,85,9.4353,50,127.5,2.55,True
"[2019, 2020, 2021]",2022,3,Thu,15,07:30,0.4,0.2,45,0,125,625,138,7.2138,64,269.0,4.2031,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,15,07:30,0.4,0.2,0,30,97,485,385,6.7818,147,532.6,3.6231,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,15,07:30,0.4,0.2,0,0,390,1950,532,6.7763,118,640.1,5.4246,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,15,07:30,0.4,0.2,0,0,390,1950,650,6.5309,131,1858.6,14.1878,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,15,07:30,0.4,0.2,50,0,380,1900,402,7.8637,7,-9.0,-1.2857,False
[2019],2020,3,Thu,16,08:00,0.4,0.2,0,55,135,675,26,23.2577,206,3591.3,17.4335,True
"[2019, 2020]",2021,3,Thu,16,08:00,0.4,0.2,60,60,81,405,133,27.0835,103,188.5,1.8301,True
"[2019, 2020, 2021]",2022,3,Thu,16,08:00,0.4,0.2,60,55,81,405,236,16.314,118,1668.1,14.1364,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,16,08:00,0.4,0.2,0,50,93,465,594,17.2513,212,1230.3,5.8033,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,16,08:00,0.4,0.2,0,60,93,465,806,14.2712,174,1364.1,7.8397,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,16,08:00,0.4,0.2,0,55,93,465,980,13.1599,145,2156.7,14.8738,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,16,08:00,0.4,0.2,0,55,93,465,1125,13.3808,6,-16.5,-2.75,False
[2019],2020,3,Thu,17,08:30,0.4,0.2,30,45,121,605,17,8.5647,69,724.2,10.4957,True
"[2019, 2020]",2021,3,Thu,17,08:30,0.4,0.2,30,30,122,610,86,12.0302,87,85.8,0.9862,True
"[2019, 2020, 2021]",2022,3,Thu,17,08:30,0.4,0.2,30,30,120,600,173,6.5006,96,2880.2,30.0021,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,17,08:30,0.4,0.2,30,30,84,420,269,15.7595,89,665.5,7.4775,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,17,08:30,0.4,0.2,60,0,199,995,291,15.2062,63,231.4,3.673,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,17,08:30,0.4,0.2,60,0,199,995,354,13.1537,61,379.8,6.2262,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,17,08:30,0.4,0.2,60,0,78,390,415,12.3229,5,32.1,6.42,True
[2019],2020,3,Thu,18,09:00,0.4,0.2,35,0,19,95,16,2.1437,99,14.3,0.1444,True
"[2019, 2020]",2021,3,Thu,18,09:00,0.4,0.2,0,0,104,520,150,4.6607,131,594.5,4.5382,True
"[2019, 2020, 2021]",2022,3,Thu,18,09:00,0.4,0.2,60,0,378,1890,149,5.7611,73,592.5,8.1164,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,18,09:00,0.4,0.2,60,0,378,1890,222,6.5356,81,863.2,10.6568,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,18,09:00,0.4,0.2,60,0,165,825,303,7.6865,89,269.4,3.027,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,18,09:00,0.4,0.2,0,0,177,885,708,6.7645,112,562.8,5.025,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,18,09:00,0.4,0.2,0,0,185,925,820,6.5374,22,-0.9,-0.0409,False
"[2019, 2020]",2021,3,Thu,19,09:30,0.4,0.2,45,60,63,315,79,10.7228,67,-71.9,-1.0731,False
"[2019, 2020, 2021]",2022,3,Thu,19,09:30,0.4,0.2,0,0,112,560,232,7.9022,115,920.8,8.007,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,19,09:30,0.4,0.2,0,0,72,360,347,8.0807,113,854.5,7.5619,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,19,09:30,0.4,0.2,0,0,72,360,460,7.9533,114,323.0,2.8333,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,19,09:30,0.4,0.2,60,0,60,300,297,7.1643,48,333.6,6.95,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,19,09:30,0.4,0.2,60,0,60,300,345,7.1345,3,-1.8,-0.6,False
[2019],2020,3,Thu,20,10:00,0.4,0.2,5,45,414,2070,23,4.2522,126,323.0,2.5635,True
"[2019, 2020]",2021,3,Thu,20,10:00,0.4,0.2,35,0,199,995,93,7.7935,103,296.3,2.8767,True
"[2019, 2020, 2021]",2022,3,Thu,20,10:00,0.4,0.2,0,20,308,1540,299,7.0338,130,1274.1,9.8008,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,20,10:00,0.4,0.2,0,20,476,2380,429,7.9746,145,362.7,2.5014,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,20,10:00,0.4,0.2,0,20,476,2380,574,6.592,115,769.9,6.6948,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,20,10:00,0.4,0.2,0,20,476,2380,689,6.6091,135,739.7,5.4793,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,20,10:00,0.4,0.2,0,60,67,335,824,6.5654,4,21.1,5.275,True
"[2019, 2020]",2021,3,Thu,21,10:30,0.4,0.2,50,0,282,1410,68,12.4809,59,349.9,5.9305,True
"[2019, 2020, 2021]",2022,3,Thu,21,10:30,0.4,0.2,50,0,282,1410,127,9.4378,63,345.0,5.4762,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,21,10:30,0.4,0.2,45,0,283,1415,197,8.1345,84,115.4,1.3738,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,21,10:30,0.4,0.2,0,0,292,1460,494,6.6411,110,989.0,8.9909,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,21,10:30,0.4,0.2,45,0,283,1415,341,7.3182,53,737.8,13.9208,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,21,10:30,0.4,0.2,45,0,283,1415,394,8.2063,5,80.6,16.12,True
[2019],2020,3,Thu,22,11:00,0.4,0.2,30,30,162,810,16,30.6625,145,582.6,4.0179,True
"[2019, 2020]",2021,3,Thu,22,11:00,0.4,0.2,0,35,96,480,200,13.6235,132,945.8,7.1652,True
"[2019, 2020, 2021]",2022,3,Thu,22,11:00,0.4,0.2,0,30,98,490,332,11.2117,138,406.1,2.9428,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,22,11:00,0.4,0.2,0,0,98,490,470,10.6987,142,798.3,5.6218,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,22,11:00,0.4,0.2,0,0,98,490,612,9.5208,134,804.2,6.0015,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,22,11:00,0.4,0.2,0,0,98,490,746,8.8886,128,987.6,7.7156,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,22,11:00,0.4,0.2,0,0,106,530,874,8.7237,11,-16.1,-1.4636,False
[2019],2020,3,Thu,23,11:30,0.4,0.2,20,0,85,425,15,6.4067,86,545.8,6.3465,True
"[2019, 2020]",2021,3,Thu,23,11:30,0.4,0.2,55,0,187,935,61,11.2525,56,565.4,10.0964,True
"[2019, 2020, 2021]",2022,3,Thu,23,11:30,0.4,0.2,55,0,186,930,117,10.7009,51,577.9,11.3314,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,23,11:30,0.4,0.2,50,0,90,450,177,11.2537,39,214.6,5.5026,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,23,11:30,0.4,0.2,50,0,90,450,216,10.2153,41,857.1,20.9049,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,23,11:30,0.4,0.2,50,0,90,450,257,11.9206,41,63.3,1.5439,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,23,11:30,0.4,0.2,50,0,90,450,298,10.493,3,-10.5,-3.5,False
[2019],2020,3,Thu,24,12:00,0.4,0.2,60,40,270,1350,21,13.2286,99,1415.0,14.2929,True
"[2019, 2020]",2021,3,Thu,24,12:00,0.4,0.2,0,60,262,1310,187,17.2952,150,1210.8,8.072,True
"[2019, 2020, 2021]",2022,3,Thu,24,12:00,0.4,0.2,0,60,202,1010,337,13.3537,164,3922.9,23.9201,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,24,12:00,0.4,0.2,0,60,453,2265,501,17.5232,168,3414.1,20.322,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,24,12:00,0.4,0.2,0,60,453,2265,669,18.226,198,3032.3,15.3146,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,24,12:00,0.4,0.2,0,60,453,2265,867,17.5611,180,3325.8,18.4767,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,24,12:00,0.4,0.2,0,60,434,2170,1047,17.7528,37,-232.9,-6.2946,False
[2019],2020,3,Thu,25,12:30,0.4,0.2,10,0,155,775,15,17.48,122,1224.7,10.0385,True
"[2019, 2020]",2021,3,Thu,25,12:30,0.4,0.2,50,0,415,2075,85,16.1459,70,421.5,6.0214,True
"[2019, 2020, 2021]",2022,3,Thu,25,12:30,0.4,0.2,50,0,415,2075,155,11.5735,97,1129.2,11.6412,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,25,12:30,0.4,0.2,0,0,425,2125,440,12.3884,189,2146.3,11.3561,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,25,12:30,0.4,0.2,0,0,425,2125,629,12.0782,202,1938.4,9.596,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,25,12:30,0.4,0.2,0,0,425,2125,831,11.4748,154,1088.8,7.0701,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,25,12:30,0.4,0.2,0,0,425,2125,985,10.7862,19,3.0,0.1579,True
[2019],2020,3,Thu,26,13:00,0.4,0.2,0,0,282,1410,28,12.6714,133,503.6,3.7865,True
"[2019, 2020]",2021,3,Thu,26,13:00,0.4,0.2,0,20,33,165,161,6.9609,127,477.1,3.7567,True
"[2019, 2020, 2021]",2022,3,Thu,26,13:00,0.4,0.2,0,15,33,165,288,5.6455,154,2363.0,15.3442,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,26,13:00,0.4,0.2,0,60,368,1840,442,10.3713,153,2062.4,13.4797,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,26,13:00,0.4,0.2,0,60,368,1840,595,11.1706,140,194.3,1.3879,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,26,13:00,0.4,0.2,0,60,271,1355,735,9.3773,131,558.0,4.2595,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,26,13:00,0.4,0.2,0,0,334,1670,866,8.9986,12,36.8,3.0667,True
"[2019, 2020]",2021,3,Thu,27,13:30,0.4,0.2,30,0,322,1610,94,7.5489,77,212.7,2.7623,True
"[2019, 2020, 2021]",2022,3,Thu,27,13:30,0.4,0.2,0,0,328,1640,278,6.5036,134,2182.3,16.2858,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,27,13:30,0.4,0.2,0,0,319,1595,412,9.7204,125,849.8,6.7984,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,27,13:30,0.4,0.2,0,0,319,1595,537,9.0402,164,1354.2,8.2573,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,27,13:30,0.4,0.2,0,0,319,1595,701,8.8571,124,1117.0,9.0081,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,27,13:30,0.4,0.2,0,0,416,2080,825,8.9208,10,-82.7,-8.27,False
[2019],2020,3,Thu,28,14:00,0.4,0.2,0,0,244,1220,28,8.2786,132,1785.2,13.5242,True
"[2019, 2020]",2021,3,Thu,28,14:00,0.4,0.2,0,0,282,1410,160,12.9662,160,1238.2,7.7388,True
"[2019, 2020, 2021]",2022,3,Thu,28,14:00,0.4,0.2,0,0,306,1530,320,10.4325,116,1734.6,14.9534,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,28,14:00,0.4,0.2,0,0,306,1530,436,11.6353,136,1228.6,9.0338,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,28,14:00,0.4,0.2,0,0,306,1530,572,11.0168,148,2246.6,15.1797,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,28,14:00,0.4,0.2,0,0,306,1530,720,11.8725,149,1196.8,8.0322,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,28,14:00,0.4,0.2,0,0,304,1520,869,11.2199,17,157.2,9.2471,True
[2019],2020,3,Thu,29,14:30,0.4,0.2,15,40,52,260,15,13.2533,105,227.0,2.1619,True
"[2019, 2020]",2021,3,Thu,29,14:30,0.4,0.2,0,0,147,735,145,6.9048,118,573.8,4.8627,True
"[2019, 2020, 2021]",2022,3,Thu,29,14:30,0.4,0.2,0,0,202,1010,263,6.1038,132,868.4,6.5788,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,29,14:30,0.4,0.2,0,0,41,205,395,6.4182,98,386.3,3.9418,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,29,14:30,0.4,0.2,0,0,41,205,493,5.926,116,685.6,5.9103,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,29,14:30,0.4,0.2,0,0,557,2785,609,6.3036,109,410.2,3.7633,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,29,14:30,0.4,0.2,0,0,557,2785,718,5.918,10,115.2,11.52,True
[2019],2020,3,Thu,30,15:00,0.4,0.2,0,0,345,1725,28,8.1607,106,1023.3,9.6538,True
"[2019, 2020]",2021,3,Thu,30,15:00,0.4,0.2,0,0,339,1695,134,9.3575,129,751.5,5.8256,True
"[2019, 2020, 2021]",2022,3,Thu,30,15:00,0.4,0.2,0,0,339,1695,263,7.6251,129,1714.1,13.2876,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,30,15:00,0.4,0.2,0,0,265,1325,392,9.5064,112,1055.3,9.4223,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,30,15:00,0.4,0.2,0,0,265,1325,504,9.4877,131,1258.4,9.6061,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,30,15:00,0.4,0.2,0,0,256,1280,635,9.5238,134,852.3,6.3604,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,30,15:00,0.4,0.2,0,0,256,1280,769,8.9726,26,217.0,8.3462,True
[2019],2020,3,Thu,31,15:30,0.4,0.2,0,0,25,125,17,6.9941,121,606.7,5.014,True
"[2019, 2020]",2021,3,Thu,31,15:30,0.4,0.2,0,30,385,1925,138,6.829,90,262.9,2.9211,True
"[2019, 2020, 2021]",2022,3,Thu,31,15:30,0.4,0.2,0,0,180,900,228,5.6706,85,405.9,4.7753,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,31,15:30,0.4,0.2,0,0,411,2055,313,5.6978,99,798.3,8.0636,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,31,15:30,0.4,0.2,0,0,411,2055,412,6.2663,99,511.0,5.1616,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,31,15:30,0.4,0.2,0,0,411,2055,511,6.0523,99,296.0,2.9899,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,31,15:30,0.4,0.2,0,0,411,2055,610,5.5552,6,18.2,3.0333,True
"[2019, 2020]",2021,3,Thu,32,16:00,0.4,0.2,0,55,563,2815,151,8.0212,141,1261.5,8.9468,True
"[2019, 2020, 2021]",2022,3,Thu,32,16:00,0.4,0.2,0,55,350,1750,292,8.7983,125,1249.9,9.9992,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,32,16:00,0.4,0.2,0,60,563,2815,417,9.6175,142,1856.8,13.0761,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,32,16:00,0.4,0.2,0,60,345,1725,559,10.5259,126,934.2,7.4143,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,32,16:00,0.4,0.2,0,60,416,2080,685,10.2099,106,119.3,1.1255,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,32,16:00,0.4,0.2,0,60,416,2080,791,8.9925,17,7.3,0.4294,True
"[2019, 2020]",2021,3,Thu,33,16:30,0.4,0.2,0,0,47,235,86,3.793,99,509.5,5.1465,True
"[2019, 2020, 2021]",2022,3,Thu,33,16:30,0.4,0.2,30,60,221,1105,128,5.9555,39,-105.2,-2.6974,False
"[2019, 2020, 2021, 2022]",2023,3,Thu,33,16:30,0.4,0.2,15,50,224,1120,201,4.7692,65,264.2,4.0646,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,33,16:30,0.4,0.2,30,60,134,670,220,5.0395,65,112.8,1.7354,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,33,16:30,0.4,0.2,0,0,175,875,430,4.7837,79,-23.3,-0.2949,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,33,16:30,0.4,0.2,0,0,140,700,509,3.9972,5,4.8,0.96,True
"[2019, 2020]",2021,3,Thu,34,17:00,0.4,0.2,0,0,370,1850,122,9.8787,103,491.9,4.7757,True
"[2019, 2020, 2021]",2022,3,Thu,34,17:00,0.4,0.2,0,0,370,1850,225,7.5427,105,946.3,9.0124,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,34,17:00,0.4,0.2,0,0,262,1310,330,8.1485,128,1189.2,9.2906,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,34,17:00,0.4,0.2,0,0,262,1310,458,8.4677,121,209.7,1.7331,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,34,17:00,0.4,0.2,0,0,262,1310,579,7.0603,117,34.0,0.2906,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,34,17:00,0.4,0.2,0,0,262,1310,696,5.9223,12,7.5,0.625,True
"[2019, 2020]",2021,3,Thu,35,17:30,0.4,0.2,45,30,28,140,68,6.3088,49,-68.7,-1.402,False
"[2019, 2020, 2021]",2022,3,Thu,35,17:30,0.4,0.2,0,0,37,185,194,3.6201,80,312.5,3.9063,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,35,17:30,0.4,0.2,0,60,130,650,274,3.7964,89,-55.9,-0.6281,False
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,35,17:30,0.4,0.2,0,0,37,185,363,3.2551,94,109.7,1.167,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,35,17:30,0.4,0.2,0,5,263,1315,457,2.8698,112,-149.5,-1.3348,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,35,17:30,0.4,0.2,0,0,37,185,569,2.2357,10,15.5,1.55,True
"[2019, 2020]",2021,3,Thu,36,18:00,0.4,0.2,40,15,309,1545,76,17.4382,75,16.6,0.2213,True
"[2019, 2020, 2021]",2022,3,Thu,36,18:00,0.4,0.2,40,15,309,1545,151,8.8868,61,50.7,0.8311,True
"[2019, 2020, 2021, 2022]",2023,3,Thu,36,18:00,0.4,0.2,35,15,310,1550,221,6.7425,78,513.4,6.5821,True
"[2019, 2020, 2021, 2022, 2023]",2024,3,Thu,36,18:00,0.4,0.2,35,15,310,1550,299,6.7007,78,207.4,2.659,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,3,Thu,36,18:00,0.4,0.2,0,5,317,1585,547,6.142,93,667.1,7.1731,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,3,Thu,36,18:00,0.4,0.2,0,5,260,1300,640,6.4339,20,240.0,12.0,True
"[2019, 2020]",2021,3,Thu,37,18:30,0.4,0.2,55,0,11,55,49,4.2245,43,-21.6,-0.5023,False
"[2019, 2020, 2021]",2022,3,Thu,37,18:30,0.4,0.2,55,0,11,55,92,2.0152,55,-118.0,-2.1455,False
